"ID";"RegioS";"Jaar";"Grijze Druk"
"21040";"GM1969";"2010JJ00";
"21041";"GM1969";"2011JJ00";
"21042";"GM1969";"2012JJ00";
"21043";"GM1969";"2013JJ00";
"21044";"GM1969";"2014JJ00";
"21045";"GM1969";"2015JJ00";
"21046";"GM1969";"2016JJ00";
"21047";"GM1969";"2017JJ00";
"21048";"GM1969";"2018JJ00";
"21049";"GM1969";"2019JJ00";"36.4"
"21050";"GM1969";"2020JJ00";"37.1"
"21051";"GM1969";"2021JJ00";"37.9"
"21052";"GM1969";"2022JJ00";"38.7"
"21053";"GM1969";"2023JJ00";"39"
"21054";"GM0725";"1995JJ00";"40"
"21055";"GM0725";"1996JJ00";"40.7"
"21056";"GM0725";"1997JJ00";
"21057";"GM0725";"1998JJ00";
"21058";"GM0725";"1999JJ00";
"21059";"GM0725";"2000JJ00";
"21060";"GM0725";"2001JJ00";
"21061";"GM0725";"2002JJ00";
"21062";"GM0725";"2003JJ00";
"21063";"GM0725";"2004JJ00";
"21064";"GM0725";"2005JJ00";
"21065";"GM0725";"2006JJ00";
"21066";"GM0725";"2007JJ00";
"21067";"GM0725";"2008JJ00";
"21068";"GM0725";"2009JJ00";
"21069";"GM0725";"2010JJ00";
"21070";"GM0725";"2011JJ00";
"21071";"GM0725";"2012JJ00";
"21072";"GM0725";"2013JJ00";
"21073";"GM0725";"2014JJ00";
"21074";"GM0725";"2015JJ00";
"21075";"GM0725";"2016JJ00";
"21076";"GM0725";"2017JJ00";
"21077";"GM0725";"2018JJ00";
"21078";"GM0725";"2019JJ00";
"21079";"GM0725";"2020JJ00";
"21080";"GM0725";"2021JJ00";
"21081";"GM0725";"2022JJ00";
"21082";"GM0725";"2023JJ00";
"21083";"GM1701";"1995JJ00";
"21084";"GM1701";"1996JJ00";
"21085";"GM1701";"1997JJ00";
"21086";"GM1701";"1998JJ00";"31.2"
"21087";"GM1701";"1999JJ00";"31.6"
"21088";"GM1701";"2000JJ00";"32"
"21089";"GM1701";"2001JJ00";"32.8"
"21090";"GM1701";"2002JJ00";"32.9"
"21091";"GM1701";"2003JJ00";"33.4"
"21092";"GM1701";"2004JJ00";"34"
"21093";"GM1701";"2005JJ00";"34.5"
"21094";"GM1701";"2006JJ00";"35.5"
"21095";"GM1701";"2007JJ00";"35.9"
"21096";"GM1701";"2008JJ00";"37.2"
"21097";"GM1701";"2009JJ00";"38.2"
"21098";"GM1701";"2010JJ00";"39.6"
"21099";"GM1701";"2011JJ00";"40.7"
"21100";"GM1701";"2012JJ00";"43.3"
"21101";"GM1701";"2013JJ00";"45.1"
"21102";"GM1701";"2014JJ00";"47.4"
"21103";"GM1701";"2015JJ00";"48"
"21104";"GM1701";"2016JJ00";"49.7"
"21105";"GM1701";"2017JJ00";"50.4"
"21106";"GM1701";"2018JJ00";"51.8"
"21107";"GM1701";"2019JJ00";"52.1"
"21108";"GM1701";"2020JJ00";"54.4"
"21109";"GM1701";"2021JJ00";"55.1"
"21110";"GM1701";"2022JJ00";"57.1"
"21111";"GM1701";"2023JJ00";"58.7"
"21112";"GM0293";"1995JJ00";"9.8"
"21113";"GM0293";"1996JJ00";"10.2"
"21114";"GM0293";"1997JJ00";"10.6"
"21115";"GM0293";"1998JJ00";"11.7"
"21116";"GM0293";"1999JJ00";"12.2"
"21117";"GM0293";"2000JJ00";"13.2"
"21118";"GM0293";"2001JJ00";"13.8"
"21119";"GM0293";"2002JJ00";"14.2"
"21120";"GM0293";"2003JJ00";"14.4"
"21121";"GM0293";"2004JJ00";"14.7"
"21122";"GM0293";"2005JJ00";"15.3"
"21123";"GM0293";"2006JJ00";"16.1"
"21124";"GM0293";"2007JJ00";"16.8"
"21125";"GM0293";"2008JJ00";"17.6"
"21126";"GM0293";"2009JJ00";"18.3"
"21127";"GM0293";"2010JJ00";"19.1"
"21128";"GM0293";"2011JJ00";"19.3"
"21129";"GM0293";"2012JJ00";"20.4"
"21130";"GM0293";"2013JJ00";"22"
"21131";"GM0293";"2014JJ00";"23.2"
"21132";"GM0293";"2015JJ00";"25.5"
"21133";"GM0293";"2016JJ00";"27"
"21134";"GM0293";"2017JJ00";"28.3"
"21135";"GM0293";"2018JJ00";"29.9"
"21136";"GM0293";"2019JJ00";"32.1"
"21137";"GM0293";"2020JJ00";"34"
"21138";"GM0293";"2021JJ00";"35.7"
"21139";"GM0293";"2022JJ00";"37.7"
"21140";"GM0293";"2023JJ00";"39"
"21141";"GM1950";"1995JJ00";
"21142";"GM1950";"1996JJ00";
"21143";"GM1950";"1997JJ00";
"21144";"GM1950";"1998JJ00";
"21145";"GM1950";"1999JJ00";
"21146";"GM1950";"2000JJ00";
"21147";"GM1950";"2001JJ00";
"21148";"GM1950";"2002JJ00";
"21149";"GM1950";"2003JJ00";
"21150";"GM1950";"2004JJ00";
"21151";"GM1950";"2005JJ00";
"21152";"GM1950";"2006JJ00";
"21153";"GM1950";"2007JJ00";
"21154";"GM1950";"2008JJ00";
"21155";"GM1950";"2009JJ00";
"21156";"GM1950";"2010JJ00";
"21157";"GM1950";"2011JJ00";
"21158";"GM1950";"2012JJ00";
"21159";"GM1950";"2013JJ00";
"21160";"GM1950";"2014JJ00";
"21161";"GM1950";"2015JJ00";
"21162";"GM1950";"2016JJ00";
"21163";"GM1950";"2017JJ00";
"21164";"GM1950";"2018JJ00";"48.3"
"21165";"GM1950";"2019JJ00";"48.1"
"21166";"GM1950";"2020JJ00";"48.8"
"21167";"GM1950";"2021JJ00";"50"
"21168";"GM1950";"2022JJ00";"49.4"
"21169";"GM1950";"2023JJ00";"50.5"
"21170";"GM0726";"1995JJ00";"30.1"
"21171";"GM0726";"1996JJ00";"31.4"
"21172";"GM0726";"1997JJ00";
"21173";"GM0726";"1998JJ00";
"21174";"GM0726";"1999JJ00";
"21175";"GM0726";"2000JJ00";
"21176";"GM0726";"2001JJ00";
"21177";"GM0726";"2002JJ00";
"21178";"GM0726";"2003JJ00";
"21179";"GM0726";"2004JJ00";
"21180";"GM0726";"2005JJ00";
"21181";"GM0726";"2006JJ00";
"21182";"GM0726";"2007JJ00";
"21183";"GM0726";"2008JJ00";
"21184";"GM0726";"2009JJ00";
"21185";"GM0726";"2010JJ00";
"21186";"GM0726";"2011JJ00";
"21187";"GM0726";"2012JJ00";
"21188";"GM0726";"2013JJ00";
"21189";"GM0726";"2014JJ00";
"21190";"GM0726";"2015JJ00";
"21191";"GM0726";"2016JJ00";
"21192";"GM0726";"2017JJ00";
"21193";"GM0726";"2018JJ00";
"21194";"GM0726";"2019JJ00";
"21195";"GM0726";"2020JJ00";
"21196";"GM0726";"2021JJ00";
"21197";"GM0726";"2022JJ00";
"21198";"GM0726";"2023JJ00";
"21199";"GM1783";"1995JJ00";
"21200";"GM1783";"1996JJ00";
"21201";"GM1783";"1997JJ00";
"21202";"GM1783";"1998JJ00";
"21203";"GM1783";"1999JJ00";
"21204";"GM1783";"2000JJ00";
"21205";"GM1783";"2001JJ00";
"21206";"GM1783";"2002JJ00";
"21207";"GM1783";"2003JJ00";
"21208";"GM1783";"2004JJ00";"21.7"
"21209";"GM1783";"2005JJ00";"22.2"
"21210";"GM1783";"2006JJ00";"22.9"
"21211";"GM1783";"2007JJ00";"23.4"
"21212";"GM1783";"2008JJ00";"23.9"
"21213";"GM1783";"2009JJ00";"24.8"
"21214";"GM1783";"2010JJ00";"25.8"
"21215";"GM1783";"2011JJ00";"26.4"
"21216";"GM1783";"2012JJ00";"27.2"
"21217";"GM1783";"2013JJ00";"28.3"
"21218";"GM1783";"2014JJ00";"29.3"
"21219";"GM1783";"2015JJ00";"30"
"21220";"GM1783";"2016JJ00";"31"
"21221";"GM1783";"2017JJ00";"31.8"
"21222";"GM1783";"2018JJ00";"32.2"
"21223";"GM1783";"2019JJ00";"33"
"21224";"GM1783";"2020JJ00";"33.5"
"21225";"GM1783";"2021JJ00";"33.9"
"21226";"GM1783";"2022JJ00";"34.5"
"21227";"GM1783";"2023JJ00";"34.6"
"21228";"GM0098";"1995JJ00";"28.3"
"21229";"GM0098";"1996JJ00";"28.4"
"21230";"GM0098";"1997JJ00";"28.5"
"21231";"GM0098";"1998JJ00";"28.8"
"21232";"GM0098";"1999JJ00";"28.8"
"21233";"GM0098";"2000JJ00";"28.6"
"21234";"GM0098";"2001JJ00";"28.6"
"21235";"GM0098";"2002JJ00";"29.2"
"21236";"GM0098";"2003JJ00";"29.5"
"21237";"GM0098";"2004JJ00";"29.2"
"21238";"GM0098";"2005JJ00";"29.2"
"21239";"GM0098";"2006JJ00";"30.3"
"21240";"GM0098";"2007JJ00";"30.7"
"21241";"GM0098";"2008JJ00";"31"
"21242";"GM0098";"2009JJ00";"31.7"
"21243";"GM0098";"2010JJ00";"32.4"
"21244";"GM0098";"2011JJ00";"33.6"
"21245";"GM0098";"2012JJ00";"35.2"
"21246";"GM0098";"2013JJ00";"36.9"
"21247";"GM0098";"2014JJ00";"37.7"
"21248";"GM0098";"2015JJ00";"38.8"
"21249";"GM0098";"2016JJ00";"39.7"
"21250";"GM0098";"2017JJ00";"40.9"
"21251";"GM0098";"2018JJ00";"41.6"
"21252";"GM0098";"2019JJ00";"42.3"
"21253";"GM0098";"2020JJ00";"43.6"
"21254";"GM0098";"2021JJ00";"44.4"
"21255";"GM0098";"2022JJ00";"45"
"21256";"GM0098";"2023JJ00";"45.4"
"21257";"GM0614";"1995JJ00";"26.6"
"21258";"GM0614";"1996JJ00";"26.8"
"21259";"GM0614";"1997JJ00";"26.7"
"21260";"GM0614";"1998JJ00";"26.9"
"21261";"GM0614";"1999JJ00";"28.1"
"21262";"GM0614";"2000JJ00";"28.1"
"21263";"GM0614";"2001JJ00";"28.1"
"21264";"GM0614";"2002JJ00";"28.1"
"21265";"GM0614";"2003JJ00";"28.2"
"21266";"GM0614";"2004JJ00";"28.9"
"21267";"GM0614";"2005JJ00";"29.9"
"21268";"GM0614";"2006JJ00";"31.3"
"21269";"GM0614";"2007JJ00";"32.5"
"21270";"GM0614";"2008JJ00";"33"
"21271";"GM0614";"2009JJ00";"33.9"
"21272";"GM0614";"2010JJ00";"35"
"21273";"GM0614";"2011JJ00";"36.2"
"21274";"GM0614";"2012JJ00";"39.5"
"21275";"GM0614";"2013JJ00";"42.3"
"21276";"GM0614";"2014JJ00";"44.2"
"21277";"GM0614";"2015JJ00";"45.5"
"21278";"GM0614";"2016JJ00";"46.6"
"21279";"GM0614";"2017JJ00";"47.5"
"21280";"GM0614";"2018JJ00";"47.7"
"21281";"GM0614";"2019JJ00";"47.6"
"21282";"GM0614";"2020JJ00";"48.8"
"21283";"GM0614";"2021JJ00";"50.3"
"21284";"GM0614";"2022JJ00";"50.8"
"21285";"GM0614";"2023JJ00";
"21286";"GM0189";"1995JJ00";"18.3"
"21287";"GM0189";"1996JJ00";"18.6"
"21288";"GM0189";"1997JJ00";"19.3"
"21289";"GM0189";"1998JJ00";"19.9"
"21290";"GM0189";"1999JJ00";"20.4"
"21291";"GM0189";"2000JJ00";"20.7"
"21292";"GM0189";"2001JJ00";"21.1"
"21293";"GM0189";"2002JJ00";"21.4"
"21294";"GM0189";"2003JJ00";"22"
"21295";"GM0189";"2004JJ00";"22.6"
"21296";"GM0189";"2005JJ00";"23.2"
"21297";"GM0189";"2006JJ00";"23.8"
"21298";"GM0189";"2007JJ00";"24.4"
"21299";"GM0189";"2008JJ00";"25.5"
"21300";"GM0189";"2009JJ00";"26.7"
"21301";"GM0189";"2010JJ00";"28.1"
"21302";"GM0189";"2011JJ00";"28.5"
"21303";"GM0189";"2012JJ00";"29.9"
"21304";"GM0189";"2013JJ00";"31.6"
"21305";"GM0189";"2014JJ00";"32.9"
"21306";"GM0189";"2015JJ00";"34"
"21307";"GM0189";"2016JJ00";"35"
"21308";"GM0189";"2017JJ00";"35.7"
"21309";"GM0189";"2018JJ00";"37"
"21310";"GM0189";"2019JJ00";"38"
"21311";"GM0189";"2020JJ00";"38.8"
"21312";"GM0189";"2021JJ00";"39.5"
"21313";"GM0189";"2022JJ00";"40.2"
"21314";"GM0189";"2023JJ00";"40.6"
"21315";"GM0462";"1995JJ00";"23.7"
"21316";"GM0462";"1996JJ00";"23.8"
"21317";"GM0462";"1997JJ00";"24.1"
"21318";"GM0462";"1998JJ00";"24.7"
"21319";"GM0462";"1999JJ00";"25.2"
"21320";"GM0462";"2000JJ00";"25.3"
"21321";"GM0462";"2001JJ00";"25.4"
"21322";"GM0462";"2002JJ00";"25.7"
"21323";"GM0462";"2003JJ00";"26"
"21324";"GM0462";"2004JJ00";"26.4"
"21325";"GM0462";"2005JJ00";"26.7"
"21326";"GM0462";"2006JJ00";"27.4"
"21327";"GM0462";"2007JJ00";"27.9"
"21328";"GM0462";"2008JJ00";"29.4"
"21329";"GM0462";"2009JJ00";"29.8"
"21330";"GM0462";"2010JJ00";"31.4"
"21331";"GM0462";"2011JJ00";"32.6"
"21332";"GM0462";"2012JJ00";
"21333";"GM0462";"2013JJ00";
"21334";"GM0462";"2014JJ00";
"21335";"GM0462";"2015JJ00";
"21336";"GM0462";"2016JJ00";
"21337";"GM0462";"2017JJ00";
"21338";"GM0462";"2018JJ00";
"21339";"GM0462";"2019JJ00";
"21340";"GM0462";"2020JJ00";
"21341";"GM0462";"2021JJ00";
"21342";"GM0462";"2022JJ00";
"21343";"GM0462";"2023JJ00";
"21344";"GM0463";"1995JJ00";"19.7"
"21345";"GM0463";"1996JJ00";"19.5"
"21346";"GM0463";"1997JJ00";"19.7"
"21347";"GM0463";"1998JJ00";"20.4"
"21348";"GM0463";"1999JJ00";"20.6"
"21349";"GM0463";"2000JJ00";"20.8"
"21350";"GM0463";"2001JJ00";"20.6"
"21351";"GM0463";"2002JJ00";"20.1"
"21352";"GM0463";"2003JJ00";"21.1"
"21353";"GM0463";"2004JJ00";"21.9"
"21354";"GM0463";"2005JJ00";"22.6"
"21355";"GM0463";"2006JJ00";"23.5"
"21356";"GM0463";"2007JJ00";"23.7"
"21357";"GM0463";"2008JJ00";"24.8"
"21358";"GM0463";"2009JJ00";"25.8"
"21359";"GM0463";"2010JJ00";"26.8"
"21360";"GM0463";"2011JJ00";"27.7"
"21361";"GM0463";"2012JJ00";
"21362";"GM0463";"2013JJ00";
"21363";"GM0463";"2014JJ00";
"21364";"GM0463";"2015JJ00";
"21365";"GM0463";"2016JJ00";
"21366";"GM0463";"2017JJ00";
"21367";"GM0463";"2018JJ00";
"21368";"GM0463";"2019JJ00";
"21369";"GM0463";"2020JJ00";
"21370";"GM0463";"2021JJ00";
"21371";"GM0463";"2022JJ00";
"21372";"GM0463";"2023JJ00";
"21373";"GM0296";"1995JJ00";"14.9"
"21374";"GM0296";"1996JJ00";"15.2"
"21375";"GM0296";"1997JJ00";"15.6"
"21376";"GM0296";"1998JJ00";"15.7"
"21377";"GM0296";"1999JJ00";"16"
"21378";"GM0296";"2000JJ00";"16.5"
"21379";"GM0296";"2001JJ00";"16.8"
"21380";"GM0296";"2002JJ00";"17.2"
"21381";"GM0296";"2003JJ00";"17.5"
"21382";"GM0296";"2004JJ00";"18"
"21383";"GM0296";"2005JJ00";"18.8"
"21384";"GM0296";"2006JJ00";"20"
"21385";"GM0296";"2007JJ00";"20.9"
"21386";"GM0296";"2008JJ00";"22.1"
"21387";"GM0296";"2009JJ00";"22.9"
"21388";"GM0296";"2010JJ00";"24"
"21389";"GM0296";"2011JJ00";"25.3"
"21390";"GM0296";"2012JJ00";"26.6"
"21391";"GM0296";"2013JJ00";"28"
"21392";"GM0296";"2014JJ00";"29.6"
"21393";"GM0296";"2015JJ00";"31.4"
"21394";"GM0296";"2016JJ00";"32.8"
"21395";"GM0296";"2017JJ00";"34"
"21396";"GM0296";"2018JJ00";"35.4"
"21397";"GM0296";"2019JJ00";"36.3"
"21398";"GM0296";"2020JJ00";"37.5"
"21399";"GM0296";"2021JJ00";"38.1"
"21400";"GM0296";"2022JJ00";"39.1"
"21401";"GM0296";"2023JJ00";"39.8"
"21402";"GM1696";"1995JJ00";
"21403";"GM1696";"1996JJ00";
"21404";"GM1696";"1997JJ00";
"21405";"GM1696";"1998JJ00";
"21406";"GM1696";"1999JJ00";
"21407";"GM1696";"2000JJ00";
"21408";"GM1696";"2001JJ00";
"21409";"GM1696";"2002JJ00";"25.6"
"21410";"GM1696";"2003JJ00";"26.2"
"21411";"GM1696";"2004JJ00";"27.2"
"21412";"GM1696";"2005JJ00";"28.2"
"21413";"GM1696";"2006JJ00";"29"
"21414";"GM1696";"2007JJ00";"29.7"
"21415";"GM1696";"2008JJ00";"30.6"
"21416";"GM1696";"2009JJ00";"31.8"
"21417";"GM1696";"2010JJ00";"32.8"
"21418";"GM1696";"2011JJ00";"33.8"
"21419";"GM1696";"2012JJ00";"36.5"
"21420";"GM1696";"2013JJ00";"39.1"
"21421";"GM1696";"2014JJ00";"40.6"
"21422";"GM1696";"2015JJ00";"41.9"
"21423";"GM1696";"2016JJ00";"43.3"
"21424";"GM1696";"2017JJ00";"44"
"21425";"GM1696";"2018JJ00";"43.6"
"21426";"GM1696";"2019JJ00";"43.6"
"21427";"GM1696";"2020JJ00";"43.7"
"21428";"GM1696";"2021JJ00";"44.4"
"21429";"GM1696";"2022JJ00";"44.6"
"21430";"GM1696";"2023JJ00";"45.3"
"21431";"GM0190";"1995JJ00";"22.3"
"21432";"GM0190";"1996JJ00";"23"
"21433";"GM0190";"1997JJ00";"23.6"
"21434";"GM0190";"1998JJ00";"24.1"
"21435";"GM0190";"1999JJ00";"24.3"
"21436";"GM0190";"2000JJ00";"23.9"
"21437";"GM0190";"2001JJ00";
"21438";"GM0190";"2002JJ00";
"21439";"GM0190";"2003JJ00";
"21440";"GM0190";"2004JJ00";
"21441";"GM0190";"2005JJ00";
"21442";"GM0190";"2006JJ00";
"21443";"GM0190";"2007JJ00";
"21444";"GM0190";"2008JJ00";
"21445";"GM0190";"2009JJ00";
"21446";"GM0190";"2010JJ00";
"21447";"GM0190";"2011JJ00";
"21448";"GM0190";"2012JJ00";
"21449";"GM0190";"2013JJ00";
"21450";"GM0190";"2014JJ00";
"21451";"GM0190";"2015JJ00";
"21452";"GM0190";"2016JJ00";
"21453";"GM0190";"2017JJ00";
"21454";"GM0190";"2018JJ00";
"21455";"GM0190";"2019JJ00";
"21456";"GM0190";"2020JJ00";
"21457";"GM0190";"2021JJ00";
"21458";"GM0190";"2022JJ00";
"21459";"GM0190";"2023JJ00";
"21460";"GM0135";"1995JJ00";"25.9"
"21461";"GM0135";"1996JJ00";"26.5"
"21462";"GM0135";"1997JJ00";"26.4"
"21463";"GM0135";"1998JJ00";
"21464";"GM0135";"1999JJ00";
"21465";"GM0135";"2000JJ00";
"21466";"GM0135";"2001JJ00";
"21467";"GM0135";"2002JJ00";
"21468";"GM0135";"2003JJ00";
"21469";"GM0135";"2004JJ00";
"21470";"GM0135";"2005JJ00";
"21471";"GM0135";"2006JJ00";
"21472";"GM0135";"2007JJ00";
"21473";"GM0135";"2008JJ00";
"21474";"GM0135";"2009JJ00";
"21475";"GM0135";"2010JJ00";
"21476";"GM0135";"2011JJ00";
"21477";"GM0135";"2012JJ00";
"21478";"GM0135";"2013JJ00";
"21479";"GM0135";"2014JJ00";
"21480";"GM0135";"2015JJ00";
"21481";"GM0135";"2016JJ00";
"21482";"GM0135";"2017JJ00";
"21483";"GM0135";"2018JJ00";
"21484";"GM0135";"2019JJ00";
"21485";"GM0135";"2020JJ00";
"21486";"GM0135";"2021JJ00";
"21487";"GM0135";"2022JJ00";
"21488";"GM0135";"2023JJ00";
"21489";"GM0352";"1995JJ00";"10"
"21490";"GM0352";"1996JJ00";"11.6"
"21491";"GM0352";"1997JJ00";"11.7"
"21492";"GM0352";"1998JJ00";"12"
"21493";"GM0352";"1999JJ00";"12.1"
"21494";"GM0352";"2000JJ00";"12.3"
"21495";"GM0352";"2001JJ00";"12.6"
"21496";"GM0352";"2002JJ00";"13"
"21497";"GM0352";"2003JJ00";"13.5"
"21498";"GM0352";"2004JJ00";"13.9"
"21499";"GM0352";"2005JJ00";"14.6"
"21500";"GM0352";"2006JJ00";"15.2"
"21501";"GM0352";"2007JJ00";"16"
"21502";"GM0352";"2008JJ00";"16.9"
"21503";"GM0352";"2009JJ00";"17.5"
"21504";"GM0352";"2010JJ00";"18.6"
"21505";"GM0352";"2011JJ00";"19.6"
"21506";"GM0352";"2012JJ00";"21.6"
"21507";"GM0352";"2013JJ00";"23.7"
"21508";"GM0352";"2014JJ00";"25.5"
"21509";"GM0352";"2015JJ00";"27.1"
"21510";"GM0352";"2016JJ00";"28.7"
"21511";"GM0352";"2017JJ00";"30.2"
"21512";"GM0352";"2018JJ00";"31.9"
"21513";"GM0352";"2019JJ00";"33.5"
"21514";"GM0352";"2020JJ00";"35.1"
"21515";"GM0352";"2021JJ00";"37.3"
"21516";"GM0352";"2022JJ00";"39"
"21517";"GM0352";"2023JJ00";"40.8"
"21518";"GM0872";"1995JJ00";"17.6"
"21519";"GM0872";"1996JJ00";"17.3"
"21520";"GM0872";"1997JJ00";
"21521";"GM0872";"1998JJ00";
"21522";"GM0872";"1999JJ00";
"21523";"GM0872";"2000JJ00";
"21524";"GM0872";"2001JJ00";
"21525";"GM0872";"2002JJ00";
"21526";"GM0872";"2003JJ00";
"21527";"GM0872";"2004JJ00";
"21528";"GM0872";"2005JJ00";
"21529";"GM0872";"2006JJ00";
"21530";"GM0872";"2007JJ00";
"21531";"GM0872";"2008JJ00";
"21532";"GM0872";"2009JJ00";
"21533";"GM0872";"2010JJ00";
"21534";"GM0872";"2011JJ00";
"21535";"GM0872";"2012JJ00";
"21536";"GM0872";"2013JJ00";
"21537";"GM0872";"2014JJ00";
"21538";"GM0872";"2015JJ00";
"21539";"GM0872";"2016JJ00";
"21540";"GM0872";"2017JJ00";
"21541";"GM0872";"2018JJ00";
"21542";"GM0872";"2019JJ00";
"21543";"GM0872";"2020JJ00";
"21544";"GM0872";"2021JJ00";
"21545";"GM0872";"2022JJ00";
"21546";"GM0872";"2023JJ00";
"21547";"GM0052";"1995JJ00";"33.4"
"21548";"GM0052";"1996JJ00";"33.6"
"21549";"GM0052";"1997JJ00";"33.1"
"21550";"GM0052";"1998JJ00";"33.2"
"21551";"GM0052";"1999JJ00";"33.3"
"21552";"GM0052";"2000JJ00";"33.4"
"21553";"GM0052";"2001JJ00";"32.9"
"21554";"GM0052";"2002JJ00";"32.8"
"21555";"GM0052";"2003JJ00";"33.4"
"21556";"GM0052";"2004JJ00";"33.6"
"21557";"GM0052";"2005JJ00";"34.3"
"21558";"GM0052";"2006JJ00";"34.4"
"21559";"GM0052";"2007JJ00";"35"
"21560";"GM0052";"2008JJ00";"35.9"
"21561";"GM0052";"2009JJ00";"36.9"
"21562";"GM0052";"2010JJ00";
"21563";"GM0052";"2011JJ00";
"21564";"GM0052";"2012JJ00";
"21565";"GM0052";"2013JJ00";
"21566";"GM0052";"2014JJ00";
"21567";"GM0052";"2015JJ00";
"21568";"GM0052";"2016JJ00";
"21569";"GM0052";"2017JJ00";
"21570";"GM0052";"2018JJ00";
"21571";"GM0052";"2019JJ00";
"21572";"GM0052";"2020JJ00";
"21573";"GM0052";"2021JJ00";
"21574";"GM0052";"2022JJ00";
"21575";"GM0052";"2023JJ00";
"21576";"GM0053";"1995JJ00";"20.1"
"21577";"GM0053";"1996JJ00";"19.9"
"21578";"GM0053";"1997JJ00";"19.9"
"21579";"GM0053";"1998JJ00";"19.8"
"21580";"GM0053";"1999JJ00";"20"
"21581";"GM0053";"2000JJ00";"20.4"
"21582";"GM0053";"2001JJ00";"20.3"
"21583";"GM0053";"2002JJ00";"19.9"
"21584";"GM0053";"2003JJ00";"20.5"
"21585";"GM0053";"2004JJ00";"21"
"21586";"GM0053";"2005JJ00";"21.4"
"21587";"GM0053";"2006JJ00";"22.2"
"21588";"GM0053";"2007JJ00";"22.1"
"21589";"GM0053";"2008JJ00";"22.9"
"21590";"GM0053";"2009JJ00";"23.9"
"21591";"GM0053";"2010JJ00";"24.9"
"21592";"GM0053";"2011JJ00";"26.2"
"21593";"GM0053";"2012JJ00";"28.6"
"21594";"GM0053";"2013JJ00";"31"
"21595";"GM0053";"2014JJ00";"33.7"
"21596";"GM0053";"2015JJ00";"36"
"21597";"GM0053";"2016JJ00";"37.7"
"21598";"GM0053";"2017JJ00";"39.4"
"21599";"GM0053";"2018JJ00";"40.8"
"21600";"GM0053";"2019JJ00";
"21601";"GM0053";"2020JJ00";
"21602";"GM0053";"2021JJ00";
"21603";"GM0053";"2022JJ00";
"21604";"GM0053";"2023JJ00";
"21605";"GM0294";"1995JJ00";"28.8"
"21606";"GM0294";"1996JJ00";"29.2"
"21607";"GM0294";"1997JJ00";"28.9"
"21608";"GM0294";"1998JJ00";"29"
"21609";"GM0294";"1999JJ00";"29"
"21610";"GM0294";"2000JJ00";"29"
"21611";"GM0294";"2001JJ00";"28.9"
"21612";"GM0294";"2002JJ00";"29.1"
"21613";"GM0294";"2003JJ00";"29"
"21614";"GM0294";"2004JJ00";"29"
"21615";"GM0294";"2005JJ00";"29.3"
"21616";"GM0294";"2006JJ00";"29.5"
"21617";"GM0294";"2007JJ00";"29.6"
"21618";"GM0294";"2008JJ00";"30"
"21619";"GM0294";"2009JJ00";"30.8"
"21620";"GM0294";"2010JJ00";"31.6"
"21621";"GM0294";"2011JJ00";"32.1"
"21622";"GM0294";"2012JJ00";"33.6"
"21623";"GM0294";"2013JJ00";"34.9"
"21624";"GM0294";"2014JJ00";"36.2"
"21625";"GM0294";"2015JJ00";"36.9"
"21626";"GM0294";"2016JJ00";"37.6"
"21627";"GM0294";"2017JJ00";"38.9"
"21628";"GM0294";"2018JJ00";"39.7"
"21629";"GM0294";"2019JJ00";"41.1"
"21630";"GM0294";"2020JJ00";"42"
"21631";"GM0294";"2021JJ00";"43.1"
"21632";"GM0294";"2022JJ00";"44"
"21633";"GM0294";"2023JJ00";"44.8"
"21634";"GM0295";"1995JJ00";"26.1"
"21635";"GM0295";"1996JJ00";"26.4"
"21636";"GM0295";"1997JJ00";"26.5"
"21637";"GM0295";"1998JJ00";"26.8"
"21638";"GM0295";"1999JJ00";"27.2"
"21639";"GM0295";"2000JJ00";"27.6"
"21640";"GM0295";"2001JJ00";"28"
"21641";"GM0295";"2002JJ00";"28.3"
"21642";"GM0295";"2003JJ00";"28.5"
"21643";"GM0295";"2004JJ00";"28.9"
"21644";"GM0295";"2005JJ00";
"21645";"GM0295";"2006JJ00";
"21646";"GM0295";"2007JJ00";
"21647";"GM0295";"2008JJ00";
"21648";"GM0295";"2009JJ00";
"21649";"GM0295";"2010JJ00";
"21650";"GM0295";"2011JJ00";
"21651";"GM0295";"2012JJ00";
"21652";"GM0295";"2013JJ00";
"21653";"GM0295";"2014JJ00";
"21654";"GM0295";"2015JJ00";
"21655";"GM0295";"2016JJ00";
"21656";"GM0295";"2017JJ00";
"21657";"GM0295";"2018JJ00";
"21658";"GM0295";"2019JJ00";
"21659";"GM0295";"2020JJ00";
"21660";"GM0295";"2021JJ00";
"21661";"GM0295";"2022JJ00";
"21662";"GM0295";"2023JJ00";
"21663";"GM0990";"1995JJ00";"19.1"
"21664";"GM0990";"1996JJ00";"19.5"
"21665";"GM0990";"1997JJ00";"19.9"
"21666";"GM0990";"1998JJ00";"19.9"
"21667";"GM0990";"1999JJ00";
"21668";"GM0990";"2000JJ00";
"21669";"GM0990";"2001JJ00";
"21670";"GM0990";"2002JJ00";
"21671";"GM0990";"2003JJ00";
"21672";"GM0990";"2004JJ00";
"21673";"GM0990";"2005JJ00";
"21674";"GM0990";"2006JJ00";
"21675";"GM0990";"2007JJ00";
"21676";"GM0990";"2008JJ00";
"21677";"GM0990";"2009JJ00";
"21678";"GM0990";"2010JJ00";
"21679";"GM0990";"2011JJ00";
